title,Cl/Cd_Re50K_N9,Cl/Cd_Re50K_N5,Cl/Cd_Re100K_N9,Cl/Cd_Re100K_N5,Cl/Cd_Re200K_N9,Cl/Cd_Re200K_N5,Cl/Cd_Re500K_N9,Cl/Cd_Re500K_N5,Cl/Cd_Re1000K_N9,Cl/Cd_Re1000K_N5,max_thickness,max_camber
WORTMANN FX 66-17A-175 AIRFOIL (fx66a175-il),4.9,12.3,12.6,34.2,70.1,71.5,103.3,100.6,128.4,124.1,17.5%,4.2%
FX 66-S-196 V1 AIRFOIL (fx66196v-il),4.6,7.8,5.7,26.3,49.9,61.6,110.1,104.5,139,132.7,19.6%,4%
FX 66-182 AIRFOIL (fx66182-il),4.7,8.2,5.9,30.2,61.8,67.9,107.3,104.4,134.6,128.2,18.2%,3.8%
FX 66-17AII-182 AIRFOIL (fx6617a2-il),4.6,8.3,5.9,29.2,65,67.4,104.8,102,131.8,125.8,18.2%,3.8%
WORTMANN FX 66-17AII-182 AIRFOIL (AS TESTED AT NASA) (fx6617ai-il),4.7,8.3,6.1,29.3,62.9,68.8,109.2,105.5,137.9,130.7,18.8%,3.7%
FX 63-158 AIRFOIL (fx63158-il),6.7,18.8,47.5,51.4,72.4,67.9,76.9,70.4,85,81.9,15.8%,3.8%
FX 63-147 AIRFOIL (fx63147-il),18.6,27.5,47.6,48.6,68.6,63.8,84.4,84.5,97.3,103.6,14.7%,3.1%
FX 63-145 AIRFOIL (fx63145-il),13.2,33.7,56.8,56.6,75.6,59.1,75.7,72.1,86.9,81.4,14.5%,4%
FX 63-143 AIRFOIL (fx63143-il),10.7,24,46.5,49.8,72.8,65.8,71,64.2,79.4,78.7,14.3%,3.1%
FX 63-137 13.7% smoothed (fx63137sm-il),25.9,31.6,60.5,64.5,91.5,88.9,125.6,117.9,151.5,137.6,13.7%,5.8%
WORTMANN FX 63-137 AIRFOIL (fx63137-il),26.8,31.6,62.1,63.9,90.6,85.2,119.1,103.6,132.5,105.7,13.7%,6%
FX 63-120 AIRFOIL (fx63120-il),36.7,40,64.7,67.1,93.7,90,125.7,114.7,147.6,129.4,12%,5.2%
FX 63-110 AIRFOIL (fx63110-il),40,42.5,64.9,66.1,90.9,87.2,118.3,105.8,136.3,117.2,11%,4.3%
FX 63-100 AIRFOIL (fx63100-il),43,44.3,67,67.7,92.9,90,121.7,106.2,136.5,115.4,9.9%,4.3%
FX 62-K-153/20 AIRFOIL (fx62k153-il),26.9,23,45.3,44.1,77.5,79.9,124.8,122.8,161.9,151.3,15.3%,4.1%
WORTMANN FX 62-K-131 AIRFOIL (fx62k131-il),29,30.5,55.1,56.4,84.1,83.7,125.5,124,153.3,162.4,13.1%,3.9%
FX 61-184 AIRFOIL (fx61184-il),5.7,15.2,39.8,43.4,69.5,71.1,104.9,100.7,131.1,120.7,18.4%,3.1%
FX 61-168 AIRFOIL (fx61168-il),5.1,15.4,44.7,48.4,71,73,104.5,101.2,129.7,120.4,16.8%,3%
FX 61-163 AIRFOIL (fx61163-il),6.1,19.4,47.7,50,70.9,72.7,103.1,98.8,115.7,127.4,16.4%,2.6%
FX 61-147 AIRFOIL (fx61147-il),8.4,28.7,50,52.3,70.8,71.9,99.2,98.7,123.9,119.2,14.8%,3.2%
FX 61-140 AIRFOIL (fx61140-il),14.4,31.2,51.6,52,69.3,70.6,96.6,96.5,119,115.3,14%,2.5%
FX 60-177 AIRFOIL (fx60177-il),24.2,25,40.4,37.3,49.3,53.3,81.5,74.6,105.5,85.8,17.7%,2.7%
FX 60-160 AIRFOIL (fx60160-il),23.4,22.7,51,48.8,72.3,68.2,96.9,89,116.7,102.8,15.6%,3.1%
FX 60-157 AIRFOIL (fx60157-il),28.8,28.6,46.5,41.9,56.5,57.2,81.2,70,95.8,72.8,15.7%,2.7%
WORTMANN FX 60-126/1 AIRFOIL (fx601261-il),34.5,39.4,59.4,60.5,82.9,76.2,108.2,84.2,113.3,88.2,12.6%,4%
WORTMANN FX 60-126 AIRFOIL (fx60126-il),34.4,39.1,57.6,58.5,79.7,75.2,104,88.4,112.3,95.5,12.6%,3.6%
FX60-100 10.0% smoothed (fx60100sm-il),40.6,42.6,62.8,61.6,85.2,79.1,112.7,91.5,120.1,100.7,10%,3.5%
FX 60-100 (126) AIRFOIL (fx601001-il),38.3,42.5,61,62.5,84.2,76.8,103,92.4,116.1,101.4,10.1%,3.6%
FX 60-100 AIRFOIL (fx60100-il),40.5,42.6,62.7,61.4,84.9,77.7,109.8,87.6,112.4,96.7,10%,3.6%
FX 38-153 AIRFOIL (fx38153-il),31.2,26.6,46.9,36.1,46.6,47.4,63.3,60.8,91.5,64.3,15.5%,2.1%
WORTMANN FX 3 AIRFOIL (fx3-il),15.4,18.5,23.4,23.4,32.9,31.7,44.6,40.9,58.2,54.3,20%,4.2%
WORTMANN FX 2 AIRFOIL (fx2-il),18,14.9,23.7,22.7,34.2,34.1,51.6,50.5,107.1,111,20.4%,3.8%
WORTMANN FX 08-S-176 AIRFOIL (fx08s176-il),4.2,9.2,5.1,20.4,29.1,50.8,108.8,106.8,142,139.3,17.6%,5.7%
WORTMANN FX 082-512 AIRFOIL (fx082512-il),31.2,33.4,46.6,47.7,63.6,60.2,83.7,75.3,99.1,82.1,11.8%,4.2%
WORTMANN FX 05-H-126 AIRFOIL (fx05h126-il),19.1,14.5,25.1,24.3,66.3,70.8,121.3,116.3,158.3,145.9,12.6%,4.4%
WORTMANN FX 057-816 (fx057816-il),5,11.1,17.8,16.5,27.6,27.1,113.8,113.3,155.8,153,16.2%,5.1%
WORTMANN FX 05-191 AIRFOIL (fx05191-il),18.1,14,27.6,29.2,55.6,57.9,89.4,89.9,118.9,112.6,19.1%,2.6%
WORTMANN FX 05-188 AIRFOIL (fx05188-il),17.1,14.2,27.8,29.4,60.5,64.5,99.5,97.8,126.9,117.9,18.8%,2.6%
Fage & Collins 4 (fg4-il),30.5,32.8,51.9,47.3,65.4,47,62.2,58.7,71.7,72.3,12.7%,4.7%
WORTMANN FX 049-915 AIRFOIL (fx049915-il),4.9,10.4,6.2,24.1,25.4,49.2,113.5,114.6,155,152.6,14.7%,5.8%
Fage & Collins 3 (fg3-il),32.7,35.5,48.8,49.7,65.1,65.3,90.4,89,111.9,108.3,10.1%,4.3%
Fage & Collins 2 (fg2-il),33.2,37.8,51.4,53.6,69.8,69.1,93.7,90.1,111.6,105.2,8.2%,3.3%
Fage & Collins 1 (fg1-il),37.9,37.5,57.2,52.7,78.1,66,93.6,82.2,104.9,99.3,8.2%,3.1%
FAUVEL 14% AIRFOIL (fauvel-il),9.9,18.3,22.7,39.5,57.7,60.5,89.8,82.6,106.3,96,14%,2.5%
Falcon (falcon-il),22.2,30.2,41.3,44.3,58.1,58.8,81.8,78.6,98.6,92.4,13.7%,1.6%
ESA40 (esa40-il),16,21.9,25.8,32.7,39.1,47.3,66.3,69.6,87.5,86.4,10.7%,2%
Eiffel 430 (Lachassgne) (eiffel430-il),36.4,32.9,47.2,43.6,58,58.6,84.8,71.4,92.6,85.8,9.7%,4.5%
Eiffel 385 (S.T. Ae) (eiffel385-il),25.2,32.1,52.5,55.2,76,74.3,106.4,93.5,123.4,97.9,13.4%,4.4%
Eiffel 428 (Bleriot) (eiffel428-il),38.3,38.6,59.4,50.5,67.7,54.1,70.2,68,81.4,84,9%,4.2%
Eiffel 371 (Monge) (eiffel371-il),19.9,31.6,47.9,42.6,56.2,52,70.1,69.7,89.5,80.7,14.4%,3.3%
Eiffel 10 (Wright) - 1903 Wright Flyer airfoil (eiffel10-il),25.5,27,27.9,29.9,28.7,34.3,32.4,38.4,36.7,45.2,2.7%,6.1%
EH 3.0/12 (eh3012-il),14.6,26,39.6,46.1,64.1,65.3,93.4,77.9,107.8,74.1,12%,2.9%
EH 2.5/10 (eh2510-il),26.5,30.9,47,48,65.2,56.7,91.4,62.3,111.8,71.3,10%,2.5%
EH 2.0/7.0 (eh2070-il),33.8,33.6,46.6,45.8,60,58.6,79.5,75.9,94.4,86.8,7%,2%
EH 2.0/12 (eh2012-il),18,28.3,42.5,45.9,61.8,63.1,89.3,85.4,106.5,97.6,12%,2%
EH 2.0/10 (eh2010-il),19.7,30.8,46.2,47.1,63.3,63,87.9,83.8,106.3,94.9,10.1%,2%
EH 1.5/9.0 (eh1590-il),30.5,32.3,45.6,45.5,60.2,58.7,80.2,76,94.7,83.1,9%,1.5%
EH 1.0/9.0 (eh1090-il),29.2,31.2,43.3,43,56.7,54.6,74.4,68.9,84.8,73.4,9%,1%
Eh 1.0/7.0 (eh1070-il),30.2,30.3,41.5,40.2,52.4,49.9,67.1,61.5,77,66.6,7%,1%
EH 0.0/9.0 (eh0009-il),26.7,26.9,37.6,35.6,47.7,43.3,59.3,55,66.6,67.6,9%,0%
EPPLER EC 86(-3)-914 AIRFOIL (ec863914-il),34.9,32.3,50.4,44.6,62.6,63,103.4,98.1,150.9,101,14.3%,4.4%
E. Bambino (ebambino7-il),26.3,28,35,33,46.3,37.5,53.6,48.4,59.2,58.4,6%,1.9%
EPPLER EA 8(-1)-006 AIRFOIL (ea81006-il),17.9,19.4,22.7,23.4,35,35.7,43.3,53.5,67.4,66,6%,0%
EPPLER EA 6(-1)-012 AIRFOIL (ea61012-il),25.6,23.8,33.5,29.1,34.7,37.3,47.1,52.8,64,70.7,12%,0%
EPPLER EA 6(-1)-009 AIRFOIL (ea61009-il),23.6,21.4,29.5,27.2,31.8,33.9,46.5,58.4,72.9,76,9%,0%
EPPLER 908 AIRFOIL (e908-il),22.2,24.4,32.2,41.2,47.8,62.8,107.2,91.8,137,117.9,9%,2.8%
EPPLER 904 AIRFOIL (e904-il),21.6,24,29.7,41.9,61.5,53.9,67.1,72.4,86.9,87.7,9%,1.3%
EPPLER 874 HYDROFOIL AIRFOIL (e874-il),30.7,29.9,41.2,40.1,51.7,49.7,65.5,60.7,75,63.7,7.9%,0.9%
EPPLER 864 STRUT AIRFOIL (e864-il),2.5,3.7,4.2,4.9,7.6,15,37.7,33.1,50.3,46.7,38.8%,0.1%
EPPLER 863 STRUT AIRFOIL (e863-il),2.5,3.6,4.5,4,8.6,24,48.3,44,64.1,62,35.7%,0%
EPPLER 862 STRUT AIRFOIL (e862-il),2.8,2.6,5.1,10.5,20.7,32.7,57.1,54.9,78.1,74.9,32.4%,0%
EPPLER 858 AIRFOIL (e858-il),3,13,21.5,34.6,48.7,51.5,73.5,67.8,88.1,87.4,22.7%,4.7%
EPPLER 857 AIRFOIL (e857-il),3.8,16,25.9,41.2,56.9,62.3,88.3,85.2,110.2,105.1,20.3%,4.9%
EPPLER 856 AIRFOIL (e856-il),4.6,18.8,28.6,46.3,64.8,70.1,100.8,99.7,128.9,118.5,18.2%,4.2%
EPPLER 855 AIRFOIL (e855-il),5.7,23,47,52.9,76.4,77.4,112,106.9,140.5,122.6,15.7%,3.7%
EPPLER E854 AIRFOIL (e854-il),32.7,31.8,57.4,58.1,82.4,80.6,115.9,103.9,136.3,117.5,13.4%,3.3%
EPPLER E853 AIRFOIL (e853-il),35.6,35.9,60.6,59.7,85.9,82.5,120.8,103,135.6,114.4,11.6%,3.1%
EPPLER E852 AIRFOIL (e852-il),36.5,35.6,58.6,57.3,84.2,79.7,119.6,98.9,132.1,106.5,10.1%,2.8%
EPPLER E851 AIRFOIL (e851-il),27.3,31,49,50.7,77.5,73.5,110.8,90.5,122.7,95.7,9%,2.3%
EPPLER E850 AIRFOIL (e850-il),23.1,26.7,38.3,41.5,64.8,62.2,97.5,77.6,105.8,81.7,8%,1.8%
EPPLER E838 HYDROFOIL AIRFOIL (e838-il),18.9,16.4,31.5,29.3,51.1,49.6,73.2,65,86.3,72.2,18.4%,0%
EPPLER E837 HYDROFOIL AIRFOIL (e837-il),26.6,25.5,43.2,37.7,53,50.3,70.6,61.2,80.1,65.7,16.1%,0%
EPPLER E836 HYDROFOIL AIRFOIL (e836-il),28.7,28.6,43.1,34.5,45.6,42.4,60,49.9,67.1,59.1,12.6%,0%
EPPLER 818 HYDROFOIL AIRFOIL (e818-il),23.5,26.1,66.1,40.9,56.4,67.3,104.2,96.1,126.6,110.2,9.4%,2.8%
EPPLER 817 HYDROFOIL AIRFOIL (e817-il),26.9,29.8,40.9,47.3,79.9,71.3,113.7,98.2,138.1,112.4,11%,2.9%
EPPLER 793 AIRFOIL (e793-il),9.3,30.4,43.3,52.4,69.7,72.6,102.5,100.8,129.2,123,15.6%,4.2%
EPPLER 748 AIRFOIL (e748-il),12.4,21.5,31.4,46.2,63.8,66.9,94.2,93.4,120.1,116.8,19.7%,4.6%
EPPLER 715 AIRFOIL (e715-il),5.7,15.7,43.2,44.3,74.6,74.9,113.3,98,136.7,111.4,15%,2.8%
E71  (5.15%) (e71-il),48.5,49.5,75.1,74,108.4,103.5,162.3,143.6,205,139,5.2%,4.4%
EPPLER 694 AIRFOIL (e694-il),25.3,21.4,40.4,36.4,61.7,59.4,113.1,111.8,155.5,147,15.4%,4.9%
EPPLER 682 AIRFOIL (e682-il),25.1,21.5,43.2,37.8,75.4,58.1,91.2,87.7,115.7,105.7,15.3%,2.9%
EPPLER 68 AIRFOIL (e68-il),33.7,32.7,56.8,56.5,82.2,78.4,114.9,102.6,136.6,114.1,13.1%,3.3%
EPPLER 67 AIRFOIL (e67-il),37.4,36.9,60.9,60.3,86.8,82.6,121.3,107.5,144.7,117.9,11.6%,3.7%
EPPLER 678 AIRFOIL (e678-il),22.4,20,41.5,45.7,79.3,78.1,116.8,109.6,141.1,130.7,15.1%,5.1%
EPPLER 668 AIRFOIL (e668-il),31,27,51.6,47.2,81.1,77.2,123,113.2,155.5,135.8,13.9%,4%
EPPLER 664 AIRFOIL (e664-il),19.3,19.7,39.9,33.2,57.6,58.3,90.8,90.9,120.9,111.2,16.6%,2.6%
EPPLER E662 AIRFOIL (e662-il),27.6,23.4,46.6,40.9,71.4,66.9,114.3,111.1,152,138.7,15%,4.1%
EPPLER 66 AIRFOIL (e66-il),40.2,40.7,64.6,63.7,91.7,86.8,128.6,113.5,153.2,121.7,10.1%,4.1%
EPPLER 657 AIRFOIL (e657-il),7.5,18.7,41.7,35.3,72,70.2,126.2,117.8,160.6,145,15.6%,4.6%
EPPLER 656 AIRFOIL (e656-il),5.7,14.6,34.7,29.8,69.1,70.6,125.4,118.9,161.3,147.9,16.2%,4.8%
EPPLER 655 AIRFOIL (e655-il),4.9,14.6,36.4,30.7,69.2,69.2,116.8,111.2,150.5,135.1,17.3%,3.9%
EPPLER 654 AIRFOIL (e654-il),5.1,12.8,32.7,28.3,70.6,71.4,122.5,118,158.6,145.4,17.2%,4.9%
EPPLER 642 AIRFOIL (e642-il),21.9,19.2,43.7,43,77.1,65.4,98.2,92.6,121.4,109.7,15.1%,3%
EPPLER 639 AIRFOIL (e639-il),13.3,25.5,32.8,46,62.7,69.3,100.5,102.3,131.9,129.1,12.6%,4.8%
EPPLER 638 AIRFOIL (e638-il),14.4,25.3,32.1,45.2,62.4,68.2,99.4,100.5,129.9,126,12.4%,4.4%
E64  (8.45%) (e64-il),41.5,42.5,64,62.3,88.4,81.8,120.6,103.3,140.7,113.2,8.4%,2.9%
EPPLER 637 AIRFOIL (e637-il),14.9,24.9,31.5,44.6,62.2,67.2,98,98.4,126.8,117.4,12.1%,3.6%
EPPLER 636 AIRFOIL (e636-il),14.7,24.6,33,44,61.7,65.8,95.6,94.8,120.7,108.3,11.9%,3.2%
E63  (4.25%) (e63-il),52,51.1,77.5,77.6,112.5,110,176.8,160,235.2,157.7,4.3%,5.3%
EPPLER 635 AIRFOIL (e635-il),14.6,24,36.3,43.4,60.6,64,92.1,88,113.4,100,11.6%,2.9%
EPPLER 625 AIRFOIL (e625-il),18.8,28.8,39.2,44.5,58,60.1,82.9,76.5,96.7,93.2,13%,2.9%
E62  (5.62%) (e62-il),48,47.7,74.7,74.4,107.6,104.1,156.8,141.7,191.5,164.6,5.6%,5%
EPPLER 604 AIRFOIL (e604-il),5.2,13.8,34.1,30.1,65.1,67.1,106.7,101.8,136.3,123.8,18.8%,3.4%
E61  (5.64%) (e61-il),46.9,45.4,75.6,75.8,112.5,110.8,171,157.1,214.8,176.6,5.7%,6.4%
EPPLER 603 AIRFOIL (e603-il),4,10.2,26.6,22.6,56.5,63,103.6,103.2,136.9,127.8,19%,3.6%
EPPLER 593 AIRFOIL (e593-il),7.3,16.6,25,36.3,71.4,74.2,115.2,113.5,148.1,140.6,11.3%,4.6%
EPPLER 598 AIRFOIL (e598-il),9.9,23.5,43.3,50.6,72.2,75.6,109.3,106.3,137.2,128.3,11.1%,4.5%
E591 (e591-il),10,34.4,52.2,57.2,77.2,76.5,107.3,99.5,129.9,118.7,15.7%,6%
EPPLER 59 AIRFOIL (e59-il),43.1,46.2,69.9,70.6,103.6,99.6,155.6,119.3,188.8,108.8,5.6%,5.2%
EPPLER 587 AIRFOIL (e587-il),7.3,18.2,44.8,41.9,75.2,75.9,116.4,110,145.9,131.5,16.6%,4.2%
EPPLER 585 AIRFOIL (e585-il),8,21.2,50.3,47.7,81.4,78.6,118,110.5,146.1,131.3,14.6%,4.2%
EPPLER 584 AIRFOIL (e584-il),4.5,11.9,29.9,32.8,67.8,64.4,103.1,101.8,134,126.8,16.6%,4.5%
EPPLER 583 AIRFOIL (e583-il),4.8,11.5,32.2,32.6,70.4,70,111.5,107.7,143.2,132,16.5%,4.5%
EPPLER 582 AIRFOIL (e582-il),7.9,20.7,47.9,45.4,78,75,112,106.9,140.4,128.2,14.7%,4.2%
EPPLER 580 AIRFOIL (e580-il),7.5,24.4,52.1,54.4,76.1,76.1,107.4,102,131.4,120.7,16.1%,4.1%
EPPLER 58 AIRFOIL (e58-il),46.1,44.1,70.8,68.4,108.2,106.6,175.1,166.6,235.7,160.8,5.6%,6.5%
EPPLER 562 AIRFOIL (e562-il),11.6,33.9,49.3,55.3,73.8,74.8,104.9,100.7,129.4,115.1,15%,4%
EPPLER 561 AIRFOIL (e561-il),5.6,26.9,39.8,52.2,70,74.1,105,104.2,134.4,128.3,16.9%,5.1%
EPPLER 560 AIRFOIL (e560-il),7.8,31.1,45.7,54.6,72.8,75.3,105.6,103.3,133.1,123.5,16.1%,4.9%
EPPLER 558 AIRFOIL (e558-il),9.5,29.7,41.2,50.9,67.7,70.9,100.1,99.1,127,120.5,16%,3.8%
EPPLER 559 AIRFOIL (e559-il),8.8,30.5,43.7,52.9,70.4,73.2,103.1,101.9,130.6,123.6,16%,4.3%
EPPLER 557 AIRFOIL (e557-il),25.4,32.3,53.7,54.9,75,73.1,102.1,95.2,122.1,110.5,16%,3.7%
EPPLER 555 AIRFOIL (e555-il),27.8,32.8,51.2,51.2,69.1,67.1,93.4,86.4,110.7,99.7,16%,2.6%
EPPLER 556 AIRFOIL (e556-il),25.5,32.5,52.9,53.2,72.3,70.2,97.9,90.8,116.4,105.2,16%,3.1%
EPPLER 554 AIRFOIL (e554-il),4.8,18.1,36.4,46.2,69,70.2,103.2,98.8,127.8,118.5,18.2%,2.7%
EPPLER 553 AIRFOIL (e553-il),4.9,17.9,45.4,49.2,71.8,69.4,99.3,93.7,121.5,111.4,18.1%,2.9%
EPPLER 552 AIRFOIL (e552-il),11,13.3,31.2,43.1,70.3,70.7,106.3,100.5,131,119.9,18.4%,2.6%
EPPLER 551 AIRFOIL (e551-il),4.9,14.3,43.1,47.1,72.4,70,102.4,95.5,125.3,113.1,18.2%,2.8%
EPPLER 550 AIRFOIL (e550-il),12.6,11.1,33.6,40.8,66,67,99.6,95.4,124.4,114.5,18.2%,2.2%
EPPLER 549 AIRFOIL (e549-il),4.5,14.7,43.3,44.2,66.7,66.1,96,90.3,117.5,106,18.1%,2%
EPPLER 548 AIRFOIL (e548-il),13.1,10.8,34.1,38.6,61.8,63.4,93.7,90.7,117.2,108.8,17.4%,2.2%
EPPLER 547 AIRFOIL (e547-il),6.3,15,41.5,41,61.6,62,90.2,85.6,111.7,101.9,17.4%,2%
EPPLER 546 AIRFOIL (e546-il),8.9,21.6,44.8,43.3,61.2,61.4,87.4,82.6,106.6,96.6,16.2%,1.8%
EPPLER 545 AIRFOIL (e545-il),6.7,19.2,43.3,42.9,64.3,63.6,91,81.8,106.4,85,17.4%,1.8%
EPPLER 544 AIRFOIL (e544-il),21.5,18.5,40.1,37.4,60.8,61.7,91,86.2,113.5,101.1,17.5%,1.9%
EPPLER 543 AIRFOIL (e543-il),21.3,17.9,42.3,35.3,56.6,58.6,86.2,82.7,108.4,98.1,17.2%,1.9%
EPPLER 542 AIRFOIL (e542-il),6.9,18.3,47.4,32.9,52.5,54.9,79.3,78.5,102.7,94,16.9%,1.9%
EPPLER 541 AIRFOIL (e541-il),25.2,21,40.5,29.3,46.8,50.7,78.3,79.8,106.4,96.7,16.6%,1.7%
EPPLER 540 AIRFOIL (e540-il),24.3,20.1,38.3,33.4,54,57,85.3,82.5,110,97.5,16.9%,1.6%
EPPLER 521 AIRFOIL (e521-il),29.2,29.1,43.1,34.7,44.4,43.2,58.7,56.4,70,66.8,13.8%,0%
EPPLER 520 AIRFOIL (e520-il),28.4,27.8,41.2,35.2,47.7,45.2,62.3,57.1,71.8,67.5,15%,0%
EPPLER 502 AIRFOIL (e502-il),24.6,21,45.6,36.2,58.8,58,88,80,106.7,90.6,15.6%,1.5%
EPPLER 485 AIRFOIL (e485-il),27.4,30.9,44.8,44.5,59.2,55.2,73.8,69,86.2,81.9,12.5%,1.1%
EPPLER 479 AIRFOIL (e479-il),15.9,23.8,33.1,39,52.2,54.1,76.9,74.1,95.5,88.5,16.6%,0%
E475  (15.01%) (e475-il),20.2,24.1,30.5,36.3,46.2,51.3,72.8,71,90,83.6,15%,0%
E474  (14.09%) (e474-il),18.2,22.9,28.6,35.5,45.3,51.5,73.5,74.9,95.4,88.7,14.1%,0%
EPPLER 473 AIRFOIL (e473-il),15.8,21.4,26.4,35.9,47.9,53.8,78.2,78.7,101.3,95.7,16.2%,0%
EPPLER 472 AIRFOIL (e472-il),17.5,21.9,26.5,33.6,41.4,49.3,69.5,72.6,91.7,90.8,12.1%,0%
E471  (6.25%) (e471-il),46.4,46.8,73,72,105.5,101.1,153.7,138.5,189.5,152,6.3%,4.5%
EPPLER 435 AIRFOIL (e435-il),7.6,19.4,48,44.8,79.3,78.3,119.5,111.8,148.7,133,16.2%,4.4%
EPPLER 434 AIRFOIL (e434-il),8.6,23.5,52.1,50.7,82,80.8,122,109.2,145.1,128.9,13.3%,4.3%
EPPLER 433 AIRFOIL (e433-il),29.2,26.7,52.9,49.8,81.5,76.5,116.1,107.6,144.5,126.1,14.2%,3.9%
EPPLER 432 AIRFOIL (e432-il),5.2,14.6,36.7,45.5,75.4,75.4,81.8,112.2,108.3,141.4,16%,4.5%
EPPLER 431 AIRFOIL (e431-il),22.1,19.8,48.3,46.2,79.8,76.8,116,109.2,144.4,130.2,15.1%,4.2%
EPPLER 428 AIRFOIL (e428-il),22.1,26,32.1,37.9,47.9,53.4,74.5,73.2,91.1,86.1,11.1%,0.5%
EPPLER 426 AIRFOIL (e426-il),22.8,26.7,33.4,38.5,48.2,54.1,74.9,74.4,92.4,89,10.8%,0.6%
E423 (e423-il),6,13.9,12.5,51.9,73.7,84.3,123.4,120.6,156.5,145.2,12.5%,9.5%
EPPLER 422 AIRFOIL (e422-il),5.3,23.2,29.5,46.7,60,72.8,105.8,109,140.9,139.8,14%,7.1%
EPPLER 420 AIRFOIL (e420-il),5.3,13.3,20,47.8,63.3,75.6,107.4,106.1,137.4,134.1,14.3%,10.6%
EPPLER 417 AIRFOIL (e417-il),33.2,30.2,46.8,46,65.6,66.1,103.1,94.4,135.9,112.5,14.2%,3.1%
EPPLER 407 AIRFOIL (e407-il),34.2,30.9,50.6,48.2,72,72,113,104.1,144.3,121.5,14.4%,3.5%
EPPLER 421 AIRFOIL (e421-il),5.3,20,27.7,48,63,74.8,107.4,109.9,141.1,141.3,14.5%,8.6%
EPPLER 403 AIRFOIL (e403-il),33.3,29.9,47.4,45.9,66.9,66.8,106.7,98.1,138.6,115.3,15%,3.2%
EPPLER 399 AIRFOIL (e399-il),6.3,16.9,46.6,54,83.6,85.6,127.7,123.3,161.5,142.4,14.8%,5.1%
EPPLER 398 AIRFOIL (e398-il),6.6,17.7,47.5,54.9,84.8,86.7,129,124.8,163.3,147,14.2%,5.3%
EPPLER 397 AIRFOIL (e397-il),26.3,22.5,51,53.4,89,89.3,135.7,126,169.2,139.9,13.5%,5.3%
EPPLER 396 AIRFOIL (e396-il),25.6,22.7,54.7,57.7,89.3,90.3,135.1,128.1,169.3,148,13.1%,5.4%
EPPLER 395 AIRFOIL (e395-il),31,28.2,59.8,61.4,92.1,92,136.4,128.5,169.6,144.1,12.3%,5.2%
EPPLER 393 AIRFOIL (e393-il),35.4,35.3,60.6,62,87.5,86.4,124.7,117.5,152.7,135.4,11.5%,4%
E392  (10.15%) (e392-il),37.2,37.6,61.2,61.8,86.2,84.6,120.6,113.6,146.6,134,10.1%,3.7%
E387 (e387-il),38.1,38.7,60.7,60.9,84.4,82.4,116.3,109.1,140.6,127.5,9.1%,3.2%
E385  (8.41%) (e385-il),38.7,39.2,67.2,68.8,96.8,96.8,139,133.1,172.3,159.9,8.4%,5.3%
EPPLER 378 AIRFOIL (e378-il),32.6,38.3,37,65.1,36.6,90.7,37.1,124.7,41,134.5,4.1%,8.1%
EPPLER 377 (MODIFIED) AIRFOIL (e377m-il),17.8,36.8,61.6,63.8,86.4,86.7,117.7,115.6,142.6,137,3.8%,9.2%
EPPLER 377 AIRFOIL (e377-il),32.7,38.3,104.7,66.8,91.3,94.3,133.9,130.1,167.3,141,3.9%,8.8%
EPPLER 376 AIRFOIL (e376-il),19.3,38.9,105.6,67.4,92.7,95,135,129.6,156.2,141.7,2.5%,9%
E374 (e374-il),34.1,34,53.8,53.2,75,71.8,103.2,91.4,117.7,99.9,10.9%,2%
EPPLER 361 AIRFOIL (e361-il),30.1,31.5,47.7,46.3,64.5,54.4,73.9,70.2,87.6,84.8,12.1%,1.7%
EPPLER 360 AIRFOIL (e360-il),30.2,31.5,47.6,46,63.3,52.5,69.9,69,86,84,12.2%,1.6%
EPPLER 344 AIRFOIL (e344-il),14.3,24.5,31.5,44,58,65.8,94.9,91.4,118.8,116.9,14.7%,4.3%
EPPLER 343 AIRFOIL (e343-il),14.5,24.3,30.8,43.9,58.7,64.6,92.6,87.9,114.4,113.4,14.5%,4%
EPPLER 342 AIRFOIL (e342-il),14.6,24.1,30.4,43.5,59.4,61.9,88.3,83.7,108.3,106.3,14.3%,3.5%
EPPLER 341 AIRFOIL (e341-il),13.6,23.1,28.7,42.4,59.1,60.1,85.3,80.7,102.8,101.7,13.9%,3%
EPPLER 340 AIRFOIL (e340-il),13.6,22.7,28.4,42.1,58.7,57,80.3,74.3,94.2,93.7,13.7%,2.6%
EPPLER 338 AIRFOIL (e338-il),15.8,26.2,33.8,45.9,63.3,67.8,97.4,88.6,114,108.2,13.3%,3.7%
EPPLER 339 AIRFOIL (e339-il),15.7,26.1,34.2,46.4,62.1,68.3,98.9,93.9,120.7,116.6,13.5%,4.1%
EPPLER 337 AIRFOIL (e337-il),16,25.8,34.4,45.6,62.7,65.7,92.6,84.1,107.3,103.9,13.1%,3.2%
EPPLER 336 AIRFOIL (e336-il),16.1,25.7,35.7,44.8,61.7,62.4,87.8,78.6,99,96.7,12.8%,2.8%
EPPLER 335 AIRFOIL (e335-il),15.9,25.2,38.3,44.2,60.4,58.7,81.3,72,90.1,88.7,12.6%,2.3%
EPPLER 334 AIRFOIL (e334-il),16.6,27.9,39.9,48.6,66.1,70,100.8,98.4,125.6,116.5,11.9%,4%
EPPLER 333 AIRFOIL (e333-il),17.4,27.8,40.6,48,65.1,68.8,99.1,92.1,117.1,109.5,11.7%,3.5%
